1,b_21u4tg3g,搜索,搜索无结果提示框,c_352o88g9,1,keyword,custom&utm_source,0,1,2018-07-05,2099-01-01,演出搜索页,pc,0,搜索
2,b_4korxagv,搜索,搜索页项目,c_352o88g9,1,,,10,1,2018-07-05,2099-01-01,演出搜索页,pc,0,搜索
3,b_1gup42he,购票须知tab,购票须知tab,c_bfo0abmf,6,,utm_source,0,1,2018-07-05,2099-01-01,演出详情页,pc,0,自主
4,b_p546f7wy,演出详情页,演出详情页,c_bfo0abmf,6,deal_id,event_attribute&utm_source,0,1,2018-07-05,2099-01-01,演出详情页,pc,0,自主
5,b_dua6s5tw,类目导航,类目导航_tab,c_butmynlk,3,cat_id,custom&utm_source,0,1,2018-07-05,2099-01-01,演出首页,pc,0,资源位
6,b_8itfvcsd,类目楼层,类目楼层,c_butmynlk,3,cat_id,event_attribute&utm_source,20,1,2018-07-05,2099-01-01,演出首页,pc,0,资源位
7,b_xpqus97y,类目楼层,类目楼层_更多,c_butmynlk,3,cat_id,event_attribute&utm_source,21,1,2018-07-05,2099-01-01,演出首页,pc,0,资源位
8,b_9p1qckxy,类目楼层,类目楼层_项目,c_butmynlk,3,deal_id,event_attribute&utm_source,22,1,2018-07-05,2099-01-01,演出首页,pc,0,资源位
9,b_6oovijpy,头部banner,头部banner,c_butmynlk,3,,,10,1,2018-07-05,2099-01-01,演出首页,pc,0,资源位
10,b_bca0qg9d,头部banner,头部banner,c_butmynlk,3,,,10,1,2018-07-05,2099-01-01,演出首页,pc,0,资源位
11,b_4n6fk9ne,类目导航,类目导航_项目,c_butmynlk,1,deal_id,event_attribute&utm_source,10,1,2018-07-05,2099-01-01,演出首页,pc,0,搜索
12,b_qdfkp6ju,最新上架,最新上架_项目,c_butmynlk,4,,,30,1,2018-07-05,2099-01-01,演出首页,pc,0,筛选排序
13,b_llvexi4w,票务说明,票务说明,c_1pae4zyv,6,drama_id&city_id,custom&event_attribute,0,1,2018-07-05,2099-01-01,演出票品选择页,native,0,自主
14,b_iysc3g70,座位图,座位图,c_1pae4zyv,6,drama_id&city_id,custom&event_attribute,0,1,2018-07-05,2099-01-01,演出票品选择页,native,0,自主
15,b_6vziqnl9,场次选择,场次选择,c_1pae4zyv,6,,,0,1,2018-07-05,2099-01-01,演出票品选择页,native,0,自主
16,b_6vziqnl7,场次选择,场次选择,c_1pae4zyv,6,,,0,1,2018-07-05,2099-01-01,演出票品选择页,native,0,自主
17,b_enbnklqd,票档选择,票档选择,c_1pae4zyv,6,drama_id&city_id,custom&event_attribute,0,1,2018-07-05,2099-01-01,演出票品选择页,native,0,自主
18,b_laqqh2za,票数选择,票数选择,c_1pae4zyv,6,drama_id&city_id,custom&event_attribute,0,1,2018-07-05,2099-01-01,演出票品选择页,native,0,自主
19,b_0dk7cj2e,渠道选择,渠道选择,c_1pae4zyv,6,drama_Id,custom&event_attribute,0,1,2018-07-05,2099-01-01,演出票品选择页,native,0,自主
20,b_m4hwlrjy,确认选票,确认选票,c_1pae4zyv,6,drama_id&city_id,custom&event_attribute,0,1,2018-07-05,2099-01-01,演出票品选择页,native,0,自主
21,b_jfxc3c5p,扫一扫,扫一扫,c_2nq786nl,6,,event_attribute,0,1,2018-07-05,2099-01-01,演出V卡详情页,native,0,自主
22,b_fd1lfa5v,选择卡,选择卡,c_2nq786nl,6,,event_attribute,0,1,2018-07-05,2099-01-01,演出V卡详情页,native,0,自主
23,b_s30hfmm8,验证按钮,验证按钮,c_2nq786nl,6,,event_attribute,0,1,2018-07-05,2099-01-01,演出V卡详情页,native,0,自主
24,b_p0vgd1g5,立即支付,立即支付_mge,c_4q92rq00,6,city_id,event_attribute,0,1,2018-07-05,2099-01-01,演出订单详情页,native,0,自主
25,b_m7te0802,订单,订单,c_5hep1k02,6,drama_id&city_id,custom,0,1,2018-07-05,2099-01-01,平台个人中心,native,0,自主
26,b_unem7zs7,个人资料,个人资料,c_5hep1k02,6,city_id,custom,0,1,2018-07-05,2099-01-01,平台个人中心,native,0,自主
27,b_ewebdau6,关注,关注,c_5hep1k02,6,city_id,custom,0,1,2018-07-05,2099-01-01,平台个人中心,native,0,自主
28,b_sjimnyyj,观影卡,观影卡,c_5hep1k02,6,city_id,custom,0,1,2018-07-05,2099-01-01,平台个人中心,native,0,自主
29,b_o9gqya25,联系客服,联系客服,c_5hep1k02,6,city_id&drama_id,custom,0,1,2018-07-05,2099-01-01,平台个人中心,native,0,自主
30,b_p5wfvivz,哇啦,哇啦,c_5hep1k02,6,drama_id&city_id,custom,0,1,2018-07-05,2099-01-01,平台个人中心,native,0,自主
31,b_ogjm6wu0,我的积分,我的积分,c_5hep1k02,6,city_id&drama_id,custom,0,1,2018-07-05,2099-01-01,平台个人中心,native,0,自主
32,b_cmb3hl29,意见反馈,意见反馈,c_5hep1k02,6,,,0,1,2018-07-05,2099-01-01,平台个人中心,native,0,自主
33,b_v60mk460,优惠券,优惠券,c_5hep1k02,6,city_id,custom,0,1,2018-07-05,2099-01-01,平台个人中心,native,0,自主
34,b_xo1sd34l,账号设置,账号设置,c_5hep1k02,6,city_id,custom,0,1,2018-07-05,2099-01-01,平台个人中心,native,0,自主
35,b_ntjlnc0t,选择券,选择券,c_95t14cas,6,,,0,1,2018-07-05,2099-01-01,演出抵用券详情页,native,0,自主
36,b_d6dmcofu,PUSH,打开push,c_ak74h40f,3,drama_id&city_id,custom,0,1,2018-07-05,2099-01-01,平台PUSH,native,0,资源位
37,b_mj253lns,场馆地址,场馆地址,c_b5okwrne,6,drama_id&city_id,custom&event_attribute,0,1,2018-07-05,2099-01-01,演出详情页,native,0,自主
38,b_k27e5h8w,分享,分享,c_b5okwrne,6,,,0,1,2018-07-05,2099-01-01,演出详情页,native,0,自主
39,b_5qfc6t8s,购票须知tab,购票须知tab,c_b5okwrne,6,drama_Id&city_id,custom,0,1,2018-07-05,2099-01-01,演出详情页,native,0,自主
40,b_brrqw7fm,即将开售,即将开售,c_b5okwrne,6,drama_Id&city_id,custom&event_attribute,0,1,2018-07-05,2099-01-01,演出详情页,native,0,自主
41,b_js09i85v,开售提醒,开售提醒,c_b5okwrne,6,drama_Id&city_id,custom&event_attribute,0,1,2018-07-05,2099-01-01,演出详情页,native,0,自主
42,b_8pwij9ll,立即购票,立即购票,c_b5okwrne,6,drama_Id&city_id,custom&event_attribute,0,1,2018-07-05,2099-01-01,演出详情页,native,0,自主
43,b_ov4aespu,开售提醒,开售提醒_提交,c_b5okwrne,6,drama_id&city_id,custom&event_attribute,0,1,2018-07-05,2099-01-01,演出详情页,native,0,自主
44,b_eh26bo2d,收藏,想看,c_b5okwrne,6,drama_Id&city_id,event_attribute,0,1,2018-07-05,2099-01-01,演出详情页,native,0,自主
45,b_gbbe3nvy,座位选择购票,座位选择购票,c_b5okwrne,6,deal_id,custom&event_attribute,0,1,2018-07-05,2099-01-01,演出详情页,native,0,自主
46,b_m183hr4c,场馆关注,场馆关注,c_bw4xxfd2,6,drama_id&city_id,custom&event_attribute,0,1,2018-07-05,2099-01-01,演出场馆详情页,native,0,自主
47,b_97h3xz1n,底部banner,底部banner,c_f740bkf7,3,city_id,custom,80,1,2018-07-05,2099-01-01,平台首页,native,1,资源位
48,b_se7ssmxv,底部banner,底部banner,c_f740bkf7,3,drama_id&city_id,custom,80,1,2018-07-05,2099-01-01,平台首页,native,1,资源位
49,b_mx52mf5c,电影,电影_tab,c_f740bkf7,3,drama_id&city_id,custom,21,1,2018-07-05,2099-01-01,平台首页,native,0,资源位
50,b_nx5wkqsv,电影,电影_电影,c_f740bkf7,3,drama_id&city_id,custom,20,1,2018-07-05,2099-01-01,平台首页,native,0,资源位
51,b_o6cu6ohz,电影,电影_电影,c_f740bkf7,3,drama_id&city_id,custom,20,1,2018-07-05,2099-01-01,平台首页,native,0,资源位
52,b_6t5h0jbq,电影,电影_更多,c_f740bkf7,3,drama_id&city_id,custom,22,1,2018-07-05,2099-01-01,平台首页,native,0,资源位
53,b_liql5f5a,儿童亲子,儿童亲子_更多,c_f740bkf7,3,drama_id&city_id,custom,61,1,2018-07-05,2099-01-01,平台首页,native,0,资源位
54,b_jgk1sybg,儿童亲子,儿童亲子_项目,c_f740bkf7,3,drama_id&city_id,custom,60,1,2018-07-05,2099-01-01,平台首页,native,0,资源位
55,b_dk02wmkh,儿童亲子,儿童亲子_项目,c_f740bkf7,3,drama_id&city_id,custom,60,1,2018-07-05,2099-01-01,平台首页,native,0,资源位
56,b_0jasmv18,热门话剧音乐剧,热门话剧音乐剧_更多,c_f740bkf7,3,drama_id&city_id,custom,41,1,2018-07-05,2099-01-01,平台首页,native,0,资源位
57,b_rvjzd6j8,热门话剧音乐剧,热门话剧音乐剧_项目,c_f740bkf7,3,drama_id&city_id,custom,40,1,2018-07-05,2099-01-01,平台首页,native,0,资源位
58,b_0p0m4gtp,热门话剧音乐剧,热门话剧音乐剧_项目,c_f740bkf7,3,drama_id&city_id,custom,40,1,2018-07-05,2099-01-01,平台首页,native,0,资源位
59,b_1tmev59k,热门演唱会,热门演唱会_更多,c_f740bkf7,3,drama_id&city_id,custom,31,1,2018-07-05,2099-01-01,平台首页,native,0,资源位
60,b_phu12dac,热门演唱会,热门演唱会_项目,c_f740bkf7,3,drama_id&city_id,custom,30,1,2018-07-05,2099-01-01,平台首页,native,0,资源位
61,b_bzfe4jfb,热门演唱会,热门演唱会_项目,c_f740bkf7,3,drama_id&city_id,custom,30,1,2018-07-05,2099-01-01,平台首页,native,0,资源位
62,b_e1grcmi3,热门展览,热门展览_更多,c_f740bkf7,3,drama_id&city_id,custom,51,1,2018-07-05,2099-01-01,平台首页,native,0,资源位
63,b_be22mon7,热门展览,热门展览_项目,c_f740bkf7,3,drama_id&city_id,custom,50,1,2018-07-05,2099-01-01,平台首页,native,0,资源位
64,b_iqezlbrr,热门展览,热门展览_项目,c_f740bkf7,3,drama_id&city_id,custom,50,1,2018-07-05,2099-01-01,平台首页,native,0,资源位
65,b_to85lkzt,搜索,搜索,c_f740bkf7,1,city_id,custom&event_attribute,0,1,2018-07-05,2099-01-01,平台首页,native,1,搜索
66,b_wc15ij1d,头部banner,头部banner,c_f740bkf7,3,drama_id&city_id,custom,10,1,2018-07-05,2099-01-01,平台首页,native,1,资源位
67,b_hrusij78,头部banner,头部banner,c_f740bkf7,3,drama_id&city_id,custom,10,1,2018-07-05,2099-01-01,平台首页,native,1,资源位
68,b_co6tlsxo,音乐会,音乐会_更多,c_f740bkf7,1,drama_id&city_id,custom,71,1,2018-07-05,2099-01-01,平台首页,native,0,搜索
69,b_n82v7bj9,音乐会,音乐会__项目,c_f740bkf7,1,drama_id&city_id,custom,70,1,2018-07-05,2099-01-01,平台首页,native,0,搜索
70,b_4xsr3v8l,音乐会,音乐会_项目,c_f740bkf7,1,drama_id&city_id,custom,70,1,2018-07-05,2099-01-01,平台首页,native,0,搜索
71,b_to85lkzt,头部banner,头部banner,c_f740bkf7,3,city_id,custom,10,1,2018-07-05,2099-01-01,平台首页,native,1,资源位
72,b_o7dhgazd,V卡,V卡,c_pp92sa1m,6,drama_id&city_id,custom,0,1,2018-07-05,2099-01-01,演出确认订单页,native,0,自主
73,b_4hma9mne,抵用券,抵用券,c_pp92sa1m,6,city_id,custom&event_attribute,0,1,2018-07-05,2099-01-01,演出确认订单页,native,0,自主
74,b_xtrvpor2,立即支付,立即支付_mge,c_pp92sa1m,6,city_id&dramaId,custom,0,1,2018-07-05,2099-01-01,演出确认订单页,native,0,自主
75,b_1tftauta,取票方式,取票方式,c_pp92sa1m,6,,,0,1,2018-07-05,2099-01-01,演出确认订单页,native,0,自主
76,b_f8imryb5,增改地址,增改地址,c_pp92sa1m,6,city_id,custom,0,1,2018-07-05,2099-01-01,演出确认订单页,native,0,自主
77,b_hixo3spm,增改地址,增改地址,c_pp92sa1m,6,,,0,1,2018-07-05,2099-01-01,演出确认订单页,native,0,自主
78,b_f622c76n,增改购票人信息,增改购票人信息,c_pp92sa1m,6,city_id,custom,0,1,2018-07-05,2099-01-01,演出确认订单页,native,0,自主
79,b_b7n4p3ga,增改购票人信息,增改购票人信息,c_pp92sa1m,6,,,0,1,2018-07-05,2099-01-01,演出确认订单页,native,0,自主
80,b_jyeyyu11,确认选票,确认选票,c_rpnwdkyc,6,,,0,1,2018-07-05,2099-01-01,演出座位选择页,native,0,自主
81,b_9is24kks,类目tab,类目tab,c_ub9cbobf,4,drama_id&city_id,custom&event_attribute,0,1,2018-07-05,2099-01-01,演出列表页,native,0,筛选排序
82,b_otdo5ww9,搜索,搜索,c_ub9cbobf,4,,event_attribute,0,1,2018-07-05,2099-01-01,演出列表页,native,1,筛选排序
83,b_iv8oda3j,头部banner,头部banner,c_ub9cbobf,3,,,0,1,2018-07-05,2099-01-01,演出列表页,native,1,资源位
84,b_9v01bb0g,项目列表,项目列表,c_ub9cbobf,4,drama_id&city_id,custom&event_attribute,0,1,2018-07-05,2099-01-01,演出列表页,native,0,筛选排序
85,b_jq9hzqxl,开机屏,开屏,c_wzyexh5l,3,city_id,custom,0,1,2018-07-05,2099-01-01,平台开机屏,native,0,资源位
86,b_y90zo0b1,开机屏,跳出,c_wzyexh5l,3,city_id,custom,0,1,2018-07-05,2099-01-01,平台开机屏,native,0,资源位
87,b_w047f3uw,立即支付,立即支付_pay,packages/show/pages/order/confirm,6,pId&id,custom&order_id&utm_source,0,1,2018-07-05,2099-01-01,演出确认订单页,mini_programs,0,自主
88,b_llo9fl3h,分享,弹出浮层,pages/show/detail/index,6,id&cityId&gcityId,custom,1,1,2018-07-26,2099-01-01,演出详情页,mini_programs,0,自主
89,b_u7xnilr5,分享,弹出浮层,pages/show/detail/index,6,id&cityId&gcityId,custom,1,1,2018-07-26,2099-01-01,演出详情页,mini_programs,0,自主
90,b_5w61fx9x,分享,推荐给好友,pages/show/detail/index,6,id&cityId&gcityId,custom,1,1,2018-07-26,2099-01-01,演出详情页,mini_programs,0,自主
91,b_b0j2zwiq,分享,保存图片分享,pages/show/detail/index,6,id&cityId&gcityId,custom,1,1,2018-07-26,2099-01-01,演出详情页,mini_programs,0,自主
92,b_2ifkcly9,分享,保存图片成功,pages/show/detail/index,6,id&cityId&gcityId,custom,1,1,2018-07-26,2099-01-01,演出详情页,mini_programs,0,自主
93,b_qv24cb7c,收藏,想看,pages/show/detail/index,6,id,custom,0,1,2018-07-25,2099-01-01,演出详情页,mini_programs,0,自主
94,b_uusk5nvw,收藏,想看,pages/show/detail/index,6,id,custom,0,1,2018-07-25,2099-01-01,演出详情页,mini_programs,0,自主
95,onInputFocus,搜索,搜索框,pages/show/index/index,1,,,0,1,2018-07-05,2099-01-01,演出首页,mini_programs,1,搜索
96,jumpToActivity,头部banner,头部banner,pages/show/index/index,3,,,10,0,2018-01-01,2018-07-04,演出首页,mini_programs,1,资源位
97,b_3vxsgvhk,热门场馆,热门场馆_场馆,pages/show/index/index,3,index&cityId&shopId,event_attribute,62,1,2018-07-05,2099-01-01,演出首页,mini_programs,0,资源位
98,b_6e5ab2j0,中部banner,中部banner,pages/show/index/index,3,index&cityId&showId&activityId,event_attribute,30,1,2018-07-05,2099-01-01,演出首页,mini_programs,1,资源位
99,b_6oaseqyw,发现精彩,发现精彩_RB二,pages/show/index/index,3,index&cityId&showId&activityId,event_attribute,50,1,2018-07-05,2099-01-01,演出首页,mini_programs,1,资源位
100,b_7rb5gk5m,中部banner,中部banner,pages/show/index/index,3,index&cityId&showId&activityId,event_attribute,30,1,2018-07-05,2099-01-01,演出首页,mini_programs,1,资源位
101,b_eagnm46b,热门场馆,热门场馆_更多,pages/show/index/index,3,cityId,event_attribute,61,1,2018-07-05,2099-01-01,演出首页,mini_programs,0,资源位
102,b_jilswssk,发现精彩,发现精彩_RB二,pages/show/index/index,3,index&cityId&showId&activityId,event_attribute,50,1,2018-07-05,2099-01-01,演出首页,mini_programs,1,资源位
103,b_k1qyr71s,发现精彩,发现精彩_RB一,pages/show/index/index,3,index&cityId&showId&activityId,event_attribute,40,1,2018-07-05,2099-01-01,演出首页,mini_programs,1,资源位
104,b_ndj7d48v,头部banner,头部banner,pages/show/index/index,3,index&cityId&showId&activityId,event_attribute,10,1,2018-07-05,2099-01-01,演出首页,mini_programs,1,资源位
105,b_suza8z57,热门场馆,热门场馆_项目,pages/show/index/index,3,index&cityId&performanceId,event_attribute,63,1,2018-07-05,2099-01-01,演出首页,mini_programs,0,资源位
106,b_wmz2x07f,发现精彩,发现精彩_RB一,pages/show/index/index,3,index&cityId&showId&activityId,event_attribute,40,1,2018-07-05,2099-01-01,演出首页,mini_programs,1,资源位
107,b_wurknpf4,热门场馆,热门场馆,pages/show/index/index,3,index&cityId&shopId,event_attribute,60,1,2018-07-05,2099-01-01,演出首页,mini_programs,0,资源位
108,b_z84owham,头部banner,头部banner,pages/show/index/index,3,index&cityId&showId&activityId,event_attribute,10,1,2018-07-05,2099-01-01,演出首页,mini_programs,1,资源位
109,filterRecommendList,为你推荐,为你推荐_排序,pages/show/index/index,4,,utm_source,101,1,2018-07-05,2099-01-01,演出首页,mini_programs,0,筛选排序
110,list_item_click,为你推荐,为你推荐_项目,pages/show/index/index,4,index&id,event_attribute,103,1,2018-07-05,2099-01-01,演出首页,mini_programs,0,筛选排序
111,onInput,搜索,搜索词,pages/show/index/index,1,,utm_source,0,1,2018-07-05,2099-01-01,演出首页,mini_programs,1,搜索
112,show_icon_click,金刚区,金刚区_icon,pages/show/index/index,2,index,event_attribute,20,1,2018-07-05,2099-01-01,演出首页,mini_programs,1,分类
113,sortRecommendList,为你推荐,为你推荐_筛选,pages/show/index/index,4,,utm_source,102,1,2018-07-05,2099-01-01,演出首页,mini_programs,0,筛选排序
114,b_93din34b,头部banner,头部banner,pages/show/list/index,3,categoryId,custom,10,1,2018-07-05,2099-01-01,演出列表页,mini_programs,1,资源位
115,b_dcq4bhuq,头部banner,头部banner,pages/show/list/index,3,categoryId,custom,10,1,2018-07-05,2099-01-01,演出列表页,mini_programs,1,资源位
116,b_4k9uq6c0,项目列表,项目列表,pages/showsubs/collect/index,6,,,0,1,2018-07-26,2099-01-01,演出收藏列表页,mini_programs,0,自主
117,b_zu53qhgn,项目列表,项目列表,pages/showsubs/collect/index,6,index&id,custom,0,1,2018-07-26,2099-01-01,演出收藏列表页,mini_programs,0,自主
118,b_93hfvvrs,为你推荐,为你推荐_项目,pages/showsubs/collect/index,6,,,10,1,2018-07-26,2099-01-01,演出收藏列表页,mini_programs,0,自主
119,b_4z7sol2p,为你推荐,为你推荐_项目,pages/showsubs/collect/index,6,index&id,custom,10,1,2018-07-26,2099-01-01,演出收藏列表页,mini_programs,0,自主
120,b_2iag0in1,立即支付,立即支付_order,pages/showsubs/order/confirm,6,pId&orderId,custom&event_attribute,0,1,2018-07-05,2099-01-01,演出确认订单页,mini_programs,0,自主
121,b_w047f3uw,立即支付,立即支付_pay,pages/showsubs/order/confirm,6,pId&id,custom&order_id&utm_source,0,1,2018-07-05,2099-01-01,演出确认订单页,mini_programs,0,自主
122,b_okjqo1ip,收藏,想看的演出,pages/user/index,6,,,0,1,2018-07-25,2099-01-01,我的,mini_programs,0,自主
123,b_f10u6lx8,选择查看价格,选择查看价格,c_3kfhuf7f,6,,,0,1,2018-07-05,2099-01-01,演出区域选择页,h5,0,自主
124,b_yxwmek2f,选择场次,选择场次,c_3kfhuf7f,6,,,0,1,2018-07-05,2099-01-01,演出区域选择页,h5,0,自主
125,b_5hl3wec2,选择分区,选择分区,c_3kfhuf7f,6,,,0,1,2018-07-05,2099-01-01,演出区域选择页,h5,0,自主
126,b_QNkMG,类目tab,类目tab,c_6yPP8,4,fromTag&keyword,custom&utm_source,0,1,2018-07-05,2099-01-01,演出列表页,h5,0,筛选排序
127,b_W0woL,排序,排序,c_6yPP8,4,,,0,1,2018-07-05,2099-01-01,演出列表页,h5,0,筛选排序
128,b_sQqSX,场次选择,场次选择,c_8UWcP,6,performance_id&shop_id&fromTag,custom&utm_source,0,1,2018-07-05,2099-01-01,演出票品选择页,h5,0,自主
129,b_1mR6c,联系渠道客服,联系渠道客服,c_8UWcP,6,,,0,1,2018-07-05,2099-01-01,演出票品选择页,h5,0,自主
130,b_SIfDn,票档选择,票档选择,c_8UWcP,6,performance_id&shop_id&fromTag,event_attribute&utm_source,0,1,2018-07-05,2099-01-01,演出票品选择页,h5,0,自主
131,b_Mwabl,渠道选择,渠道选择,c_8UWcP,6,performance_id&shop_id&fromTag,event_attribute&utm_source,0,1,2018-07-05,2099-01-01,演出票品选择页,h5,0,自主
132,b_gV1YC,确认选票,确认选票,c_8UWcP,6,performance_id&shop_id&fromTag,event_attribute,0,1,2018-07-05,2099-01-01,演出票品选择页,h5,0,自主
133,b_UFS0M,座位图,座位图,c_8UWcP,6,,,0,1,2018-07-05,2099-01-01,演出票品选择页,h5,0,自主
134,b_kxoPe,立即支付,立即支付_mge,c_EIA9h,6,performance_id&shop_id&fromTag,event_attribute,0,1,2018-07-05,2099-01-01,演出确认订单页,h5,0,自主
135,b_WLx9n,立即支付,立即支付_order,c_EIA9h,6,fromTag,custom&order_id,0,1,2018-07-05,2099-01-01,演出确认订单页,h5,0,自主
136,b_MSAJQ,联系渠道客服,联系渠道客服,c_EIA9h,6,,,0,1,2018-07-05,2099-01-01,演出确认订单页,h5,0,自主
137,b_35NmM,增改地址,增改地址,c_EIA9h,6,performance_id&shop_id&fromTag,event_attribute&utm_source,0,1,2018-07-05,2099-01-01,演出确认订单页,h5,0,自主
138,b_8lmylw84,确认选票,确认选票,c_iclxcfq2,6,,,0,1,2018-07-05,2099-01-01,演出座位选择页,h5,0,自主
139,b_j89pt859,选择座位,选择座位,c_iclxcfq2,6,,,0,1,2018-07-05,2099-01-01,演出座位选择页,h5,0,自主
140,b_bvdccmry,重选分区,重选分区,c_iclxcfq2,6,,,0,1,2018-07-05,2099-01-01,演出座位选择页,h5,0,自主
141,b_zxCDd,演出详情链接,演出详情链接,c_l1Ub4,6,fromTag,custom&utm_source,0,1,2018-07-05,2099-01-01,演出订单详情页,h5,0,自主
142,b_XZfmh,立即支付,立即支付_pay,c_l1Ub4,6,fromTag,custom&order_id,0,1,2018-07-05,2099-01-01,演出订单详情页,h5,0,自主
143,b_dO1gp,立即支付,立即支付_mge,c_l1Ub4,6,fromTag,event_attribute,0,1,2018-07-05,2099-01-01,演出订单详情页,h5,0,自主
144,b_a32uu,联系渠道客服,联系渠道客服,c_l1Ub4,6,fromTag,custom&utm_source,0,1,2018-07-05,2099-01-01,演出订单详情页,h5,0,自主
145,b_3Rbqj,金刚区,金刚区_icon,c_oEWlZ,2,fromTag&index&category&city_id,event_attribute,20,1,2018-07-05,2099-01-01,演出首页,h5,1,分类
146,b_i99kw7lh,发现精彩,发现精彩_RB二,c_oEWlZ,3,fromTag&index&city_id,event_attribute,50,1,2018-07-05,2099-01-01,演出首页,h5,1,资源位
147,b_l4l9jxnl,发现精彩,发现精彩_RB二,c_oEWlZ,3,fromTag&city_id,event_attribute,50,1,2018-07-05,2099-01-01,演出首页,h5,1,资源位
148,b_rvo3alhz,发现精彩,发现精彩_RB一,c_oEWlZ,3,fromTag&index&city_id,event_attribute,40,1,2018-07-05,2099-01-01,演出首页,h5,1,资源位
149,b_zjmim58d,发现精彩,发现精彩_RB一,c_oEWlZ,3,fromTag&city_id,event_attribute,40,1,2018-07-05,2099-01-01,演出首页,h5,1,资源位
150,b_owqtgmmu,本地团购,本地团购,c_oEWlZ,1,,,70,0,2018-01-01,2018-05-01,演出首页,h5,1,搜索
151,b_9pgyatw2,热门场馆,热门场馆_更多,c_oEWlZ,3,fromTag&city_id,event_attribute,62,1,2018-07-05,2099-01-01,演出首页,h5,0,资源位
152,b_vlv7jxuy,热门场馆,热门场馆,c_oEWlZ,3,fromTag&index&city_id,event_attribute,60,1,2018-07-05,2099-01-01,演出首页,h5,0,资源位
153,b_y1ccf4yx,热门场馆,热门场馆,c_oEWlZ,3,,,60,1,2018-07-05,2099-01-01,演出首页,h5,0,资源位
154,b_dkbpbenc,热门场馆,热门场馆_项目,c_oEWlZ,3,fromTag&city_id&index,event_attribute,61,1,2018-07-05,2099-01-01,演出首页,h5,0,资源位
155,b_AcDXh,搜索,搜索框,c_oEWlZ,1,,,0,1,2018-07-05,2099-01-01,演出首页,h5,1,搜索
156,b_x6Zn8,头部banner,头部banner,c_oEWlZ,3,fromTag&city_id&index,event_attribute,10,1,2018-07-05,2099-01-01,演出首页,h5,1,资源位
157,b_bckledsf,头部banner,头部banner,c_oEWlZ,3,fromTag&city_id,event_attribute,10,1,2018-07-05,2099-01-01,演出首页,h5,1,资源位
158,b_NoQFz,为你推荐,为你推荐_项目,c_oEWlZ,4,performance_id&shop_id&fromTag&city_id&index,event_attribute,100,1,2018-07-05,2099-01-01,演出首页,h5,0,筛选排序
159,b_wss3zxmk,为你推荐,为你推荐_排序,c_oEWlZ,4,fromTag&index&city_id,event_attribute,100,1,2018-07-05,2099-01-01,演出首页,h5,0,筛选排序
160,b_x80sywt8,中部banner,中部banner,c_oEWlZ,3,fromTag&city_id,event_attribute,30,1,2018-07-05,2099-01-01,演出首页,h5,1,资源位
161,b_lhw2exj0,中部banner,中部banner,c_oEWlZ,3,fromTag&city_id,event_attribute,30,1,2018-07-05,2099-01-01,演出首页,h5,1,资源位
162,b_vSdMX,场馆POI链接,场馆POI链接,c_Q7wY4,6,performance_id&shop_id&fromTag,custom&utm_source,0,1,2018-07-05,2099-01-01,演出详情页,h5,0,自主
163,b_EcSFj,立即购票,立即购票,c_Q7wY4,6,performance_id&shop_id&fromTag,custom,0,1,2018-07-05,2099-01-01,演出详情页,h5,0,自主
164,b_4uDeg,演唱会附近,演唱会附近,c_Q7wY4,6,performance_id&shop_id&fromTag,custom&utm_source,0,1,2018-07-05,2099-01-01,演出详情页,h5,0,自主
165,b_oBtxe,更多图文详情,更多图文详情,c_Q7wY4,6,performance_id&shop_id&fromTag,custom&utm_source,0,1,2018-07-05,2099-01-01,演出详情页,h5,0,自主
166,b_Vwmzc,座位图,座位图,c_Q7wY4,6,performance_id&shop_id&fromTag,custom&utm_source,0,1,2018-07-05,2099-01-01,演出详情页,h5,0,自主
167,b_vc2sacku,座位选择购票,座位选择购票,c_Q7wY4,6,performance_id&shop_id&fromTag,custom&utm_source,0,1,2018-07-05,2099-01-01,演出详情页,h5,0,自主
